,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
904,Jump Shot,Missed Shot,399,0021500739,Shot Chart Detail,122,229,4,3,201939,Stephen Curry,7,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
905,Jump Shot,Made Shot,431,0021500739,Shot Chart Detail,-209,169,2,3,201939,Stephen Curry,48,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
906,Jump Shot,Made Shot,446,0021500739,Shot Chart Detail,207,203,2,3,201939,Stephen Curry,9,1,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
907,Layup Shot,Missed Shot,448,0021500739,Shot Chart Detail,-9,-1,1,3,201939,Stephen Curry,39,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
908,Jump Shot,Missed Shot,451,0021500739,Shot Chart Detail,122,257,1,3,201939,Stephen Curry,16,1,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
909,Jump Shot,Missed Shot,453,0021500739,Shot Chart Detail,119,26,1,3,201939,Stephen Curry,12,1,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
910,Jump Shot,Missed Shot,528,0021500739,Shot Chart Detail,-143,229,6,4,201939,Stephen Curry,22,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
911,Jump Shot,Made Shot,560,0021500739,Shot Chart Detail,-212,188,4,4,201939,Stephen Curry,22,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
912,Driving Layup Shot,Made Shot,576,0021500739,Shot Chart Detail,-4,2,2,4,201939,Stephen Curry,53,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
913,Layup Shot,Made Shot,583,0021500739,Shot Chart Detail,-24,0,2,4,201939,Stephen Curry,35,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
914,Turnaround Jump Shot,Missed Shot,9,0021500769,Shot Chart Detail,-186,175,10,1,201939,Stephen Curry,34,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
915,Pullup Jump shot,Missed Shot,27,0021500769,Shot Chart Detail,128,115,8,1,201939,Stephen Curry,17,1,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
916,Pullup Jump shot,Missed Shot,38,0021500769,Shot Chart Detail,-178,262,7,1,201939,Stephen Curry,5,1,31,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
917,Pullup Jump shot,Made Shot,60,0021500769,Shot Chart Detail,32,257,5,1,201939,Stephen Curry,34,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
918,Driving Layup Shot,Made Shot,89,0021500769,Shot Chart Detail,0,21,3,1,201939,Stephen Curry,22,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
919,Running Layup Shot,Missed Shot,101,0021500769,Shot Chart Detail,12,21,2,1,201939,Stephen Curry,31,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
920,Jump Shot,Missed Shot,112,0021500769,Shot Chart Detail,74,242,1,1,201939,Stephen Curry,34,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
921,Jump Shot,Missed Shot,243,0021500769,Shot Chart Detail,-12,257,2,2,201939,Stephen Curry,23,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
922,Pullup Jump shot,Made Shot,264,0021500769,Shot Chart Detail,-5,217,1,2,201939,Stephen Curry,2,1,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
923,Step Back Jump shot,Made Shot,274,0021500769,Shot Chart Detail,-142,90,0,2,201939,Stephen Curry,5,1,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
924,Jump Shot,Missed Shot,292,0021500769,Shot Chart Detail,27,165,10,3,201939,Stephen Curry,43,1,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
925,Running Reverse Layup Shot,Made Shot,319,0021500769,Shot Chart Detail,-7,11,7,3,201939,Stephen Curry,59,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
926,Jump Shot,Missed Shot,323,0021500769,Shot Chart Detail,-63,77,7,3,201939,Stephen Curry,13,1,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
927,Driving Finger Roll Layup Shot,Made Shot,330,0021500769,Shot Chart Detail,4,16,6,3,201939,Stephen Curry,58,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
928,Jump Shot,Missed Shot,357,0021500769,Shot Chart Detail,110,232,3,3,201939,Stephen Curry,59,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
929,Driving Layup Shot,Missed Shot,389,0021500769,Shot Chart Detail,-11,2,1,3,201939,Stephen Curry,34,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
930,Driving Bank shot,Made Shot,402,0021500769,Shot Chart Detail,-4,38,0,3,201939,Stephen Curry,47,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
931,Pullup Jump shot,Missed Shot,405,0021500769,Shot Chart Detail,-96,232,0,3,201939,Stephen Curry,12,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
932,Driving Reverse Layup Shot,Missed Shot,467,0021500769,Shot Chart Detail,-4,11,6,4,201939,Stephen Curry,40,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
933,Driving Bank shot,Missed Shot,473,0021500769,Shot Chart Detail,-25,26,6,4,201939,Stephen Curry,20,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
934,Jump Shot,Missed Shot,491,0021500769,Shot Chart Detail,-96,237,4,4,201939,Stephen Curry,40,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
935,Jump Shot,Missed Shot,503,0021500769,Shot Chart Detail,-6,85,4,4,201939,Stephen Curry,10,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
936,Driving Layup Shot,Made Shot,528,0021500769,Shot Chart Detail,14,11,2,4,201939,Stephen Curry,24,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
937,Pullup Jump shot,Missed Shot,540,0021500769,Shot Chart Detail,186,203,1,4,201939,Stephen Curry,20,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
938,Layup Shot,Made Shot,542,0021500769,Shot Chart Detail,-7,28,0,4,201939,Stephen Curry,54,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
939,Pullup Jump shot,Made Shot,549,0021500769,Shot Chart Detail,133,111,0,4,201939,Stephen Curry,33,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
940,Pullup Jump shot,Made Shot,10,0021500788,Shot Chart Detail,-156,259,10,1,201939,Stephen Curry,16,1,30,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
941,Running Finger Roll Layup Shot,Made Shot,12,0021500788,Shot Chart Detail,12,16,9,1,201939,Stephen Curry,59,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
942,Driving Layup Shot,Made Shot,30,0021500788,Shot Chart Detail,2,11,8,1,201939,Stephen Curry,7,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
943,Pullup Jump shot,Made Shot,77,0021500788,Shot Chart Detail,-184,174,3,1,201939,Stephen Curry,59,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
944,Jump Shot,Made Shot,79,0021500788,Shot Chart Detail,-70,242,3,1,201939,Stephen Curry,33,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
945,Jump Shot,Made Shot,82,0021500788,Shot Chart Detail,-228,2,3,1,201939,Stephen Curry,2,1,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
946,Pullup Jump shot,Made Shot,100,0021500788,Shot Chart Detail,-209,170,1,1,201939,Stephen Curry,20,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
947,Jump Shot,Missed Shot,117,0021500788,Shot Chart Detail,137,264,0,1,201939,Stephen Curry,3,1,29,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
948,Layup Shot,Missed Shot,192,0021500788,Shot Chart Detail,12,16,6,2,201939,Stephen Curry,6,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
949,Pullup Jump shot,Made Shot,252,0021500788,Shot Chart Detail,-24,311,2,2,201939,Stephen Curry,46,1,31,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
950,Floating Jump shot,Missed Shot,269,0021500788,Shot Chart Detail,9,52,2,2,201939,Stephen Curry,11,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
951,Driving Reverse Layup Shot,Made Shot,300,0021500788,Shot Chart Detail,-20,3,0,2,201939,Stephen Curry,46,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
952,Jump Shot,Missed Shot,318,0021500788,Shot Chart Detail,-30,254,11,3,201939,Stephen Curry,30,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
953,Pullup Jump shot,Missed Shot,332,0021500788,Shot Chart Detail,-240,7,9,3,201939,Stephen Curry,54,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
954,Driving Reverse Layup Shot,Made Shot,336,0021500788,Shot Chart Detail,0,16,9,3,201939,Stephen Curry,23,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
955,Jump Shot,Missed Shot,345,0021500788,Shot Chart Detail,55,252,8,3,201939,Stephen Curry,40,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
956,Running Reverse Layup Shot,Made Shot,353,0021500788,Shot Chart Detail,22,16,7,3,201939,Stephen Curry,58,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
957,Jump Shot,Missed Shot,360,0021500788,Shot Chart Detail,191,170,7,3,201939,Stephen Curry,12,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
958,Pullup Jump shot,Made Shot,412,0021500788,Shot Chart Detail,-45,262,2,3,201939,Stephen Curry,2,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
959,Jump Shot,Missed Shot,418,0021500788,Shot Chart Detail,-99,249,1,3,201939,Stephen Curry,29,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
960,Jump Shot,Missed Shot,505,0021500788,Shot Chart Detail,210,169,6,4,201939,Stephen Curry,23,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
961,Floating Jump shot,Missed Shot,523,0021500788,Shot Chart Detail,87,67,4,4,201939,Stephen Curry,38,1,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
962,Jump Shot,Missed Shot,534,0021500788,Shot Chart Detail,207,169,3,4,201939,Stephen Curry,30,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
963,Pullup Jump shot,Missed Shot,567,0021500788,Shot Chart Detail,10,252,1,4,201939,Stephen Curry,22,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
964,Jump Shot,Made Shot,6,0021500799,Shot Chart Detail,127,-1,11,1,201939,Stephen Curry,22,1,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
965,Jump Shot,Made Shot,10,0021500799,Shot Chart Detail,238,26,10,1,201939,Stephen Curry,16,1,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
966,Jump Shot,Missed Shot,48,0021500799,Shot Chart Detail,141,205,6,1,201939,Stephen Curry,13,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
967,Turnaround Bank shot,Made Shot,51,0021500799,Shot Chart Detail,-68,36,5,1,201939,Stephen Curry,47,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
968,Jump Bank Shot,Made Shot,54,0021500799,Shot Chart Detail,-238,33,5,1,201939,Stephen Curry,9,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
969,Pullup Jump shot,Missed Shot,70,0021500799,Shot Chart Detail,-17,242,4,1,201939,Stephen Curry,2,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
970,Step Back Jump shot,Made Shot,212,0021500799,Shot Chart Detail,119,264,3,2,201939,Stephen Curry,29,1,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
971,Jump Shot,Made Shot,222,0021500799,Shot Chart Detail,174,234,3,2,201939,Stephen Curry,3,1,29,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
972,Jump Shot,Missed Shot,225,0021500799,Shot Chart Detail,137,232,2,2,201939,Stephen Curry,41,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
973,Hook Shot,Missed Shot,236,0021500799,Shot Chart Detail,14,46,1,2,201939,Stephen Curry,42,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
974,Pullup Jump shot,Missed Shot,285,0021500799,Shot Chart Detail,0,252,8,3,201939,Stephen Curry,42,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
975,Jump Shot,Made Shot,291,0021500799,Shot Chart Detail,217,105,8,3,201939,Stephen Curry,21,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
976,Jump Shot,Missed Shot,309,0021500799,Shot Chart Detail,-230,105,6,3,201939,Stephen Curry,38,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
977,Driving Finger Roll Layup Shot,Made Shot,334,0021500799,Shot Chart Detail,0,-1,4,3,201939,Stephen Curry,26,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
978,Floating Jump shot,Missed Shot,379,0021500799,Shot Chart Detail,-6,49,2,3,201939,Stephen Curry,12,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
979,Putback Layup Shot,Missed Shot,381,0021500799,Shot Chart Detail,-7,23,2,3,201939,Stephen Curry,8,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
980,Driving Layup Shot,Made Shot,387,0021500799,Shot Chart Detail,6,-1,1,3,201939,Stephen Curry,29,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
981,Running Layup Shot,Made Shot,8,0021500815,Shot Chart Detail,19,2,10,1,201939,Stephen Curry,50,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
982,Jump Shot,Made Shot,15,0021500815,Shot Chart Detail,-96,223,9,1,201939,Stephen Curry,41,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
983,Jump Shot,Missed Shot,20,0021500815,Shot Chart Detail,-89,242,8,1,201939,Stephen Curry,56,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
984,Jump Shot,Made Shot,28,0021500815,Shot Chart Detail,-110,218,8,1,201939,Stephen Curry,5,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
985,Jump Shot,Missed Shot,33,0021500815,Shot Chart Detail,-235,33,7,1,201939,Stephen Curry,6,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
986,Jump Shot,Made Shot,37,0021500815,Shot Chart Detail,-227,7,6,1,201939,Stephen Curry,48,1,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
987,Cutting Layup Shot,Made Shot,53,0021500815,Shot Chart Detail,-27,2,5,1,201939,Stephen Curry,17,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
988,Jump Shot,Missed Shot,62,0021500815,Shot Chart Detail,-61,237,4,1,201939,Stephen Curry,33,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
989,Driving Layup Shot,Missed Shot,77,0021500815,Shot Chart Detail,25,-1,3,1,201939,Stephen Curry,39,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
990,Floating Jump shot,Missed Shot,90,0021500815,Shot Chart Detail,10,41,2,1,201939,Stephen Curry,29,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
991,Jump Shot,Made Shot,97,0021500815,Shot Chart Detail,-155,185,1,1,201939,Stephen Curry,53,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
992,Pullup Jump shot,Missed Shot,109,0021500815,Shot Chart Detail,110,131,0,1,201939,Stephen Curry,52,1,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
993,Pullup Jump shot,Missed Shot,114,0021500815,Shot Chart Detail,-1,154,0,1,201939,Stephen Curry,14,1,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
994,Floating Jump shot,Missed Shot,201,0021500815,Shot Chart Detail,9,41,3,2,201939,Stephen Curry,55,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
995,Driving Layup Shot,Made Shot,206,0021500815,Shot Chart Detail,17,2,3,2,201939,Stephen Curry,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
996,Pullup Jump shot,Made Shot,218,0021500815,Shot Chart Detail,153,193,2,2,201939,Stephen Curry,9,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
997,Pullup Jump shot,Made Shot,250,0021500815,Shot Chart Detail,135,228,1,2,201939,Stephen Curry,0,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
998,Pullup Jump shot,Missed Shot,277,0021500815,Shot Chart Detail,195,149,10,3,201939,Stephen Curry,36,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
999,Jump Shot,Made Shot,291,0021500815,Shot Chart Detail,-127,210,8,3,201939,Stephen Curry,44,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1000,Pullup Jump shot,Made Shot,313,0021500815,Shot Chart Detail,25,224,6,3,201939,Stephen Curry,16,1,22,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
1001,Jump Shot,Missed Shot,339,0021500815,Shot Chart Detail,69,234,4,3,201939,Stephen Curry,47,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1002,Driving Layup Shot,Made Shot,342,0021500815,Shot Chart Detail,-17,7,4,3,201939,Stephen Curry,26,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1003,Jump Shot,Missed Shot,359,0021500815,Shot Chart Detail,-196,178,3,3,201939,Stephen Curry,13,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1004,Pullup Jump shot,Made Shot,21,0021500822,Shot Chart Detail,74,252,9,1,201939,Stephen Curry,27,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1005,Layup Shot,Missed Shot,28,0021500822,Shot Chart Detail,14,23,8,1,201939,Stephen Curry,34,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1006,Layup Shot,Made Shot,43,0021500822,Shot Chart Detail,20,8,7,1,201939,Stephen Curry,6,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1007,Cutting Finger Roll Layup Shot,Made Shot,51,0021500822,Shot Chart Detail,9,16,6,1,201939,Stephen Curry,11,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1008,Layup Shot,Missed Shot,56,0021500822,Shot Chart Detail,10,21,5,1,201939,Stephen Curry,26,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1009,Jump Shot,Missed Shot,138,0021500822,Shot Chart Detail,63,247,10,2,201939,Stephen Curry,31,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1010,Step Back Jump shot,Missed Shot,147,0021500822,Shot Chart Detail,82,134,9,2,201939,Stephen Curry,39,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
1011,Jump Shot,Missed Shot,261,0021500822,Shot Chart Detail,-68,262,0,2,201939,Stephen Curry,42,1,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1012,Jump Shot,Missed Shot,269,0021500822,Shot Chart Detail,-199,-11,11,3,201939,Stephen Curry,45,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
1013,Finger Roll Layup Shot,Missed Shot,297,0021500822,Shot Chart Detail,10,18,7,3,201939,Stephen Curry,59,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1014,Jump Shot,Missed Shot,336,0021500822,Shot Chart Detail,151,203,4,3,201939,Stephen Curry,49,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1015,Pullup Jump shot,Made Shot,373,0021500822,Shot Chart Detail,-120,237,1,3,201939,Stephen Curry,19,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1016,Jump Shot,Made Shot,477,0021500822,Shot Chart Detail,177,188,2,4,201939,Stephen Curry,57,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1017,Jump Shot,Missed Shot,480,0021500822,Shot Chart Detail,-84,249,2,4,201939,Stephen Curry,33,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1018,Jump Shot,Missed Shot,485,0021500822,Shot Chart Detail,-30,259,1,4,201939,Stephen Curry,54,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1019,Running Pull-Up Jump Shot,Made Shot,14,0021500836,Shot Chart Detail,-202,144,10,1,201939,Stephen Curry,22,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1020,Running Pull-Up Jump Shot,Missed Shot,16,0021500836,Shot Chart Detail,-148,208,10,1,201939,Stephen Curry,6,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1021,Jump Shot,Made Shot,44,0021500836,Shot Chart Detail,38,242,6,1,201939,Stephen Curry,40,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1022,Pullup Jump shot,Made Shot,69,0021500836,Shot Chart Detail,-11,41,4,1,201939,Stephen Curry,1,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
1023,Running Layup Shot,Made Shot,102,0021500836,Shot Chart Detail,9,-6,0,1,201939,Stephen Curry,34,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1024,Pullup Jump shot,Made Shot,217,0021500836,Shot Chart Detail,228,85,2,2,201939,Stephen Curry,16,1,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
1025,Pullup Jump shot,Made Shot,226,0021500836,Shot Chart Detail,73,229,2,2,201939,Stephen Curry,0,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1026,Layup Shot,Missed Shot,247,0021500836,Shot Chart Detail,9,21,0,2,201939,Stephen Curry,27,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1027,Fadeaway Jump Shot,Made Shot,258,0021500836,Shot Chart Detail,202,72,0,2,201939,Stephen Curry,1,1,21,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
1028,Jump Shot,Missed Shot,295,0021500836,Shot Chart Detail,-160,193,8,3,201939,Stephen Curry,52,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
1029,Driving Reverse Layup Shot,Made Shot,298,0021500836,Shot Chart Detail,10,-1,8,3,201939,Stephen Curry,18,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
